ignore,publish,id,track,chords,key,album,artists,composer,language,loop_start,loop_end,title,channel,upload_date,uploader,baritone,id_related
1,0,oLsT3hOHsug,,,,,,,Hindi,0.0,393.0,Fingerpicking For Beginners | Easy Ukulele Tutorial,UCXNmFZc8m5w0tQbpMs6rGyA,20200411,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,ZFTQOaMx22g,,,,Chord Progression & Strumming,Lesson 1,,Hindi,0.0,470.0,BollyUke | Chord Progression & Strumming | Lesson 1(HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20181221,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,_AhCwAz6PZs,,,,Online 1-1 Ukulele Lessons,,,Hindi,0.0,52.0,BollyUke Online 1-1 Ukulele Lessons,UCXNmFZc8m5w0tQbpMs6rGyA,20200521,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,EuEzkXxJwUw,15 Bangla Songs,,,4 Chords,"(C, G, Am, F)",,Bengali,0.0,993.0,"15 Bangla Songs | 4 Chords | Ukulele Tutorial (C, G, Am, F) | Nabid Alam",UC6PY2h7NZP_fGKFpIIGmwwg,20190321,Nabid Alam,0.0,
1,0,RmYVahghb_E,3 Ghazals On Ukulele,,,3 Chords Only,Jagjit Singh,,Hindi,0.0,499.0,3 GHAZALS on UKULELE | 3 Chords Only | Jagjit Singh | Hindi Ukulele Tutorial | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20201127,ukeguide,0.0,
1,0,7qkbX1eqObE,4 Famous Arnob Songs,,,Ukulele,Bangla,,Bengali,0.0,1015.0,4 Famous Arnob Songs | Ukulele | Easy Tutorial | Bangla | Chords | 2020 | Beginners,UC6PY2h7NZP_fGKFpIIGmwwg,20200325,Nabid Alam,0.0,
1,0,I9jFwxEgxAg,4 Popular Anupam Roy Bengali Songs,"C,Am,F,G",,Open Chords,,,Bengali,0.0,1272.0,4 Popular Anupam Roy Bengali Songs || Ukulele Tutorial || Easy Open Chords,UC19UkqR9kSv0ajIuE0q5kPQ,20191016,ManidipaBaisya,0.0,
1,0,VCQ6HAesLNE,5 Steps To Get Started With Ukulele - Lesson 1,,,Ukeguide,,,Hindi,0.0,366.0,5 Steps To Get Started With UKULELE - Lesson 1  | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20180129,ukeguide,0.0,
1,0,ouhR-alhJ70,A Sky Full Of Stars - Ukelele Cover,,,With Chords,,,Hindi,0.0,174.0,A Sky Full Of Stars - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200714,One String by Priyanka Ravindran,0.0,
1,0,SSkUZSruN6w,A Thousand Years-Ukulele Cover,,,With Chords,,,Hindi,0.0,152.0,A Thousand Years-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201005,One String by Priyanka Ravindran,0.0,
1,0,9v7zEObEGcM,All Of Me-Ukelele Cover,,,With Chords,,,Hindi,0.0,142.0,All Of Me-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200622,One String by Priyanka Ravindran,0.0,
1,0,ySlE4Ig3_aY,Attention-Ukelele Cover,,,With Chords,,,Hindi,0.0,144.0,Attention-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200513,One String by Priyanka Ravindran,0.0,
1,0,xlDSYCA17cw,Awake ~ Secondhand Serenade ~ Ukulele Cover And Play-Along ~,,,,,,Hindi,0.0,208.0,Awake ~ Secondhand Serenade ~ Ukulele cover and Play-along ~ Easy ukulele tutorial,UC8LY9RfQk75FaLSqV2b8aKg,20201008,heyitzola,0.0,
1,0,Am8DU4P3xZM,Baritone Ukulele Benefits,,,Lesson 2,,,Hindi,0.0,429.0,BARITONE UKULELE BENEFITS | LESSON 2,UCpxZQKj_Gwldx5vOYnRHIIw,20210111,Ukulele Adda,1.0,
1,0,INziIa88sNU,Beautiful,,,Akon) - Ukulele Cover (With Chords,,,Hindi,0.0,172.0,Beautiful (Akon) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201013,One String by Priyanka Ravindran,0.0,
1,0,bg-Efl3BPD0,Believer - Ukelele Cover,,,With Chords,,,Hindi,0.0,79.0,Believer - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200425,One String by Priyanka Ravindran,0.0,
1,0,p-twDOs9baU,Bella Ciao,,,,,,Hindi,0.0,651.0,Bella Ciao Ukulele Tutorial,UCJjV2CHB58Xerdqbwyka7QA,20200422,Sayali Tank,0.0,
1,0,bKQotCT2iFo,Best Part - Ukelele Cover,,,With Chords,,,Hindi,0.0,142.0,Best Part - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200427,One String by Priyanka Ravindran,0.0,
1,0,54wAfxy088o,Blinding Lights-Ukulele Cover,,,With Chords,,,Hindi,0.0,102.0,Blinding Lights-Ukulele Cover(with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20210316,One String by Priyanka Ravindran,0.0,
1,0,z6D_bpgoPVU,Can'T Help Falling In Love,,,Shivanaay,Elvis Presley,,Hindi,0.0,264.0,Can't help falling in Love | Ukulele Tutorial | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20201219,Shivanaay,0.0,
1,0,ASMtyLnYqhA,Can'T Help Falling In Love With You,,,,,,Hindi,0.0,643.0,Can't help falling in love with you | Ukulele Tutorial,UCJjV2CHB58Xerdqbwyka7QA,20190508,Sayali Tank,0.0,
1,0,4pVEUrhGuP8,Can'T Help Falling In Love-Ukelele Cover,,,With Chords,,,Hindi,0.0,137.0,Can't help falling in love-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200504,One String by Priyanka Ravindran,0.0,
1,0,WIP_2fvjBO8,Chuck The Uke,,,Practise With This Video,,,Hindi,0.0,267.0,Chuck The Uke | Practise With This Video | Easy Ukulele Tutorial,UCXNmFZc8m5w0tQbpMs6rGyA,20200821,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,ZesQ_xpwX9w,Complicated,,,Avril Lavigne)-Ukulele Cover (With Chords,,,Hindi,0.0,138.0,Complicated (Avril Lavigne)-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201229,One String by Priyanka Ravindran,0.0,
1,0,jnUXFJOJpaI,Count On Me - Ukelele Cover,,,With Chords,,,Hindi,0.0,112.0,Count On Me - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200520,One String by Priyanka Ravindran,0.0,
1,0,w_98qcYJJ6Q,Crush ~ Tessa Violet ~ Ukulele Cover And,,,~,Uke Tutorial,,Hindi,0.0,106.0,CRUSH ~ Tessa Violet ~ Ukulele Cover and Playalong ~ Easy Uke Tutorial,UC8LY9RfQk75FaLSqV2b8aKg,20200627,heyitzola,0.0,
1,0,xTcP39LsKrI,Dance Monkey-Ukulele Cover,,,With Chords,,,Hindi,0.0,125.0,Dance Monkey-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20210101,One String by Priyanka Ravindran,0.0,
1,0,kprrrYC5v8M,Demons - Ukelele Cover,,,With Chords,,,Hindi,0.0,166.0,Demons - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200511,One String by Priyanka Ravindran,0.0,
1,0,s0ftEXz4J7o,Different Types Of Ukuleles,,,Which One To Buy ? Bollywood,S (Hindi With Eng Subs),Arnab Chakraborty,Hindi,0.0,89.0,Different Types Of Ukuleles | Which One To Buy ? Bollywood Ukulele Tutorials (HINDI with Eng Subs),UCXNmFZc8m5w0tQbpMs6rGyA,20171110,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,Af_cmDB2uZQ,Diminished Augmented Chords,,,Lesson 9,Baritone Ukulele,,Hindi,0.0,601.0,DIMINISHED AUGMENTED CHORDS | LESSON 9 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210203,Ukulele Adda,1.0,
1,0,uQSYCgyIa_E,Don'T Matter-Ukulele Cover,,,With Chords,,,Hindi,0.0,120.0,Don't Matter-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201021,One String by Priyanka Ravindran,0.0,
1,0,9L8pxs8Dw6k,Don'T Worry Be Happy,"C,F,Dm",,,,,Hindi,0.0,559.0,Don't Worry Be Happy Ukulele Tutorial,UCJjV2CHB58Xerdqbwyka7QA,20200529,Sayali Tank,0.0,
1,0,8AzkW8k0tcQ,Easiest Chords ~ One Finger Chords ~,,,Ukulele Package ~,(In Hindi),,Hindi,0.0,224.0,Easiest Chords ~ ONE finger chords ~ Beginner Ukulele Package ~ Ukulele Tutorial  (In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201101,heyitzola,0.0,
1,0,es32v5BXSAk,"Everything I Do, I Do It For You - Ukulele Cover",,,With Chords,,,Hindi,0.0,104.0,"Everything I do, I do it for you - Ukulele Cover (with chords)",UC8JGJmLrRlz5Kf9GguiCq6g,20200808,One String by Priyanka Ravindran,0.0,
1,0,I3DCN4SMpGA,Famous 9 Songs With 4 Chords,,,Ukulele Bangla Tutorial (G Em C D),Nabid Alam,,Bengali,0.0,1407.0,Famous 9 songs with 4 chords | Ukulele Bangla Tutorial (G Em C D) | Beginners | Nabid Alam,UC6PY2h7NZP_fGKFpIIGmwwg,20200625,Nabid Alam,0.0,
1,0,FwjDfLKiARg,Feliz Navidad,"C,D,G,Em",,,,,Hindi,0.0,579.0,Feliz Navidad Ukulele Tutorial with Play along,UCJjV2CHB58Xerdqbwyka7QA,20201216,Sayali Tank,0.0,
1,0,Xw1VV6A58N8,Fingerstyle,,,Lesson 11,Baritone Ukulele,,Hindi,0.0,910.0,FINGERSTYLE | LESSON 11 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210221,Ukulele Adda,1.0,
1,0,x_1swSXhH-4,Fireflies - Ukelele Cover,,,With Chords,,,Hindi,0.0,118.0,Fireflies - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200524,One String by Priyanka Ravindran,0.0,
1,0,qlZlVwARcMU,Fix You,,,Coldplay,Coldplay,,Hindi,0.0,298.0,Fix You | Coldplay | Ukulele Tutorial | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20201120,Shivanaay,0.0,
1,0,2KKuWJD7Jv0,Fix You-Ukulele Cover,,,With Chords,,,Hindi,0.0,124.0,Fix You-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201202,One String by Priyanka Ravindran,0.0,
1,0,MasyuDVuN8M,Fly Me To The Moon,"C7,A7,Dm,Gm,F",,,,,Hindi,0.0,637.0,Fly me to the moon Ukulele Tutorial,UCJjV2CHB58Xerdqbwyka7QA,20201104,Sayali Tank,0.0,
1,0,OXejGoYKSug,Happy Birthday  -,,,Fingerstyle Ukulele,,,Hindi,0.0,421.0,Happy Birthday (Fingerstyle Ukulele) - Easy Ukulele tutorial,UCtYAlKT4ZHsP37o8d7gIjkQ,20190411,ukeguide,0.0,
1,0,ax99WQKylG4,Hard Sun,,,Eddie Vedder)- Ukulele Cover (With Chords,,,Hindi,0.0,107.0,Hard Sun (Eddie Vedder)- Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201107,One String by Priyanka Ravindran,0.0,
1,0,tJTLn58e9nQ,Havana,,,Camila,Camila Cabello,,Hindi,0.0,153.0,HAVANA | CAMILA CABELLO | EASY UKULELE TUTORIAL |,UChYG9VnF6VjXy4IJMwyt9hA,20180119,Avni Kulshreshtha,0.0,
1,0,_G0M8lASyGc,Hey Soul Sister-Ukulele Cover,,,With Chords,,,Hindi,0.0,146.0,Hey Soul Sister-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201214,One String by Priyanka Ravindran,0.0,
1,0,ZZkoP58adB0,How I Make,,,S,,,Hindi,0.0,642.0,How I Make Ukulele Tutorials | 2k Special,UCJjV2CHB58Xerdqbwyka7QA,20190605,Sayali Tank,0.0,
1,0,iGoc4JoFPGk,How To Chuck - Ukulele,,,Lesson,!,,Hindi,0.0,231.0,how to chuck - ukulele easy lesson for beginners !,UCCHSNlm8UTsY_8sUoEAH5sA,20201110,Hassan Khan,0.0,
1,0,j5vs5SPuGAY,How To Chuck On Ukulele - Lesson 4 (,,,,,,Hindi,0.0,204.0,How to CHUCK on UKULELE - LESSON 4 (Easy Way),UCtYAlKT4ZHsP37o8d7gIjkQ,20180426,ukeguide,0.0,
1,0,wBQ6ESGsYEU,How To Chuck The Ukulele ?,,,,,,Hindi,0.0,98.0,How To Chuck The Ukulele ? Easy Ukulele Tutorial(HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20180322,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,XB8fn_GpxTs,How To Hold Chords On Ukulele ~ Ukulele,,,Package ~,(In Hindi),,Hindi,0.0,486.0,How to hold chords on Ukulele ~ Ukulele Beginner Package ~ Ukulele Tutorial (In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201029,heyitzola,0.0,
1,0,Iy_8XiqsLXc,How To Hold Ukulele ~,,,Ukulele Package ~,(In Hindi),,Hindi,0.0,274.0,How to hold ukulele ~ Beginner Ukulele Package ~ Ukulele Tutorial (In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201022,heyitzola,0.0,
1,0,EkxLcBHeZJQ,How To Read Ukulele,,,?,,,Hindi,0.0,173.0,How To Read Ukulele Tabs ? Easy Ukulele Tutorial(HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20180905,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,6M7PFnC0UPE,How To Read Ukulele,,,Learn Ukulele,Ukulele Lessons,,Hindi,0.0,421.0,How to read Ukulele Tabs | Learn Ukulele Tabs | Ukulele Lessons For beginners IN HINDI | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20190320,Sayali Tank,0.0,
1,0,VJeLHCGHM_k,How To Read Ukulele Chord Diagrams,,,Ukulele Bar Chords,Ukulele Lesson,,Hindi,0.0,533.0,How to read Ukulele Chord Diagrams | Ukulele Bar Chords | Ukulele lesson for complete Beginners,UCJjV2CHB58Xerdqbwyka7QA,20190313,Sayali Tank,0.0,
1,0,W8plFzeQYBM,How To Strum Ukulele - Lesson 3,,,Learn Fast,,,Hindi,0.0,298.0,HOW TO STRUM UKULELE - Lesson 3 (LEARN FAST),UCtYAlKT4ZHsP37o8d7gIjkQ,20180213,ukeguide,0.0,
1,0,XG8FsZqBZi4,How To Tune A Ukulele ? Bollywood,,,S(Hindi With Eng Subs),,Arnab Chakraborty,Hindi,0.0,106.0,How To Tune a Ukulele ? Bollywood Ukulele Tutorials(HINDI with Eng Subs),UCXNmFZc8m5w0tQbpMs6rGyA,20171110,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,ajU8fsVKlaE,How To Tune Ukulele - Lesson 2,,,Learn Fast,,,Hindi,0.0,311.0,HOW TO TUNE UKULELE - Lesson 2 (LEARN FAST),UCtYAlKT4ZHsP37o8d7gIjkQ,20180202,ukeguide,0.0,
1,0,PnxrkB7Vr7M,How To Tune Ukulele ~,,,Ukulele Package ~,( In Hindi),,Hindi,0.0,286.0,How to tune Ukulele ~ Beginner Ukulele Package ~ Ukulele Tutorial ( In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201025,heyitzola,0.0,
1,0,WBx2f_46uJI,I Want It That Way-Ukelele Cover,,,With Chords,,,Hindi,0.0,126.0,I Want It That Way-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200624,One String by Priyanka Ravindran,0.0,
1,0,wj3mAaPHcKI,I'M Yours,,,We Sing,Jason Mraz,,Hindi,0.0,57.0,I'm Yours | Jason Mraz | Quick & Easy Ukulele Tutorial 💟,UChYG9VnF6VjXy4IJMwyt9hA,20180206,Avni Kulshreshtha,0.0,
1,0,mPmr_d5rN6Y,It Will Rain,,,Bruno Mars) - Ukulele Cover (With Chords,,,Hindi,0.0,144.0,It Will Rain (Bruno Mars) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201019,One String by Priyanka Ravindran,0.0,
1,0,OTBpDtmBib4,Jiyein Kyun,"C,Em,Am,Dm,G",,Dum Maaro Dum,Papon,Pritam,Hindi,0.0,369.0,Jiyein Kyun-Ukulele Tutorial,UC8JGJmLrRlz5Kf9GguiCq6g,20201218,One String by Priyanka Ravindran,0.0,"bGokBenMTQI,v6VS4gLaXRo"
1,0,8C8htfK0bHE,Kayyile Aakasam,,,Soorarai Pottru,Ukulele Cover - With Chords & Strumming,,Malayalam,0.0,87.0,KAYYILE AAKASAM | Soorarai Pottru | Ukulele Cover - with Chords & Strumming | ARATHI UNNIKRISHNAN,UCpaXVJBBAK6AA_DBi43c54A,20201217,Arathi Unnikrishnan,0.0,
1,0,LlGPWPizht0,La Vie En Rose,"C,Am,G,G6,Gmaj7,G7,D7,Cm6,Bb Dim",,,,,Hindi,0.0,884.0,La vie en rose Ukulele Tutorial | Advance Level,UCJjV2CHB58Xerdqbwyka7QA,20200318,Sayali Tank,0.0,
1,0,OAnIf8a9DaU,Lazy Song,"C,F,G,Em,Dm,E7",,Bruno Mars,,,Hindi,0.0,578.0,Lazy Song Ukulele Tutorial for beginners | Bruno Mars,UCJjV2CHB58Xerdqbwyka7QA,20191206,Sayali Tank,0.0,
1,0,TYGNrWpHOb0,Learning The Ukulele Using A Mobile App,,,,,,Hindi,0.0,268.0,Learning The Ukulele Using A Mobile App | Easy Ukulele Tutorial(HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20190725,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,-PGRizhWEvw,Left And Right Hand Exercise,,,Lesson 3,Baritone Ukulele,,Hindi,0.0,616.0,LEFT AND RIGHT HAND EXERCISE | LESSON 3 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210115,Ukulele Adda,1.0,
1,0,1khl80b5j_w,Let Her Go,,,Passenger) - Ukulele Cover (With Chords,,,Hindi,0.0,112.0,Let Her Go (Passenger) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200909,One String by Priyanka Ravindran,0.0,
1,0,f-UyklSUe_s,Like I'M Gonna Lose You,"C,Em,Am,F",,Meghan Trainor,"Meghan Trainor, John Legend",,Hindi,0.0,211.0,Like I'm gonna lose you | Meghan Trainor |John Legend | Easy Ukulele Tutorial |,UChYG9VnF6VjXy4IJMwyt9hA,20170504,Avni Kulshreshtha,0.0,
1,0,lkdxQD2hMus,Little Toy Guns ~ Carrie Underwood ~ Ukulele Cover And,,,~,Uke Lesson,,Hindi,0.0,101.0,Little Toy Guns ~ Carrie Underwood ~ Ukulele Cover and Playalong ~ Easy Uke Lesson,UC8LY9RfQk75FaLSqV2b8aKg,20200709,heyitzola,0.0,
1,0,EloGwNN7s-E,Love Me Like You Do ~ Ellie Goulding ~ Ukulele Cover And Play-Along ~,,,Uke Lesson,,,Hindi,0.0,171.0,Love me like you do ~ Ellie Goulding ~ Ukulele cover and Play-along ~ Easy uke lesson,UC8LY9RfQk75FaLSqV2b8aKg,20200419,heyitzola,0.0,
1,0,w8_wkU1btuA,Love The Way You Lie - Ukulele Cover,,,With Chords,,,Hindi,0.0,161.0,Love The Way You Lie - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201118,One String by Priyanka Ravindran,0.0,
1,0,s8qlztslkiE,Love Yourself-Ukulele Cover,,,With Chords,,,Hindi,0.0,97.0,Love Yourself-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201205,One String by Priyanka Ravindran,0.0,
1,0,2ITQ6oXBr0E,Maggi Tune,,,,,,Hindi,0.0,12.0,Maggi Tune | Easy Ukulele Tutorial with TABs,UCXNmFZc8m5w0tQbpMs6rGyA,20210223,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,kzfd1-Du9JA,Main Tumhara & Chanjaadi Aadi,,,Mash-Up) - Ukulele Cover (With Chords,,,Hindi,0.0,165.0,Main Tumhara & Chanjaadi Aadi (Mash-up) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200904,One String by Priyanka Ravindran,0.0,
1,0,Fx6dNATH7ww,Major Minor Chords,,,Lesson 8,Baritone Ukulele,,Hindi,0.0,1029.0,MAJOR MINOR CHORDS | LESSON 8 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210131,Ukulele Adda,1.0,
1,0,spTQTaSlXEU,Major Minor Scales,,,Lesson 6,Baritone Ukulele,,Hindi,0.0,529.0,MAJOR MINOR SCALES | LESSON 6 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210123,Ukulele Adda,1.0,
1,0,Gs2QOOGMVlY,Major Minor Scales Practical,,,Lesson 7,Baritone Ukulele,,Hindi,0.0,622.0,MAJOR MINOR SCALES PRACTICAL | LESSON 7 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210125,Ukulele Adda,1.0,
1,0,fEI_g2pz_yo,Mana Ke Hum Yaar,,,Interlude Music,,,Hindi,0.0,10.0,Mana Ke Hum Yaar | Interlude Music TABs | Easy Ukulele Tutorial,UCXNmFZc8m5w0tQbpMs6rGyA,20210225,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,hfkqfXXXIbs,Mary Did You Know-Ukulele Cover,,,With Chords,,,Hindi,0.0,150.0,Mary Did You Know-Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201225,One String by Priyanka Ravindran,0.0,
1,0,lZWU7mZZUn4,Memories  -,,,Maroon 5,Ukeguide,,Hindi,0.0,532.0,MEMORIES (Maroon 5) - Easy Ukulele Lesson | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20200827,ukeguide,0.0,
1,0,xdWrEZMYezw,Memories-Ukelele Cover,,,With Chords,,,Hindi,0.0,115.0,Memories-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200502,One String by Priyanka Ravindran,0.0,
1,0,bAFdAqV3k3Y,Mera Mann + Yahin Hoon Main  / Tere Bin - Rabbi Shergill,,,Mixtape,,,Hindi,0.0,621.0,Mera Mann + Yahin Hoon Main (Mixtape) / Tere Bin - Rabbi Shergill | Ukulele Tutorial,UCOrDZAyo1Hga3PRMC2GFlgw,20171029,Tarun Mishra,0.0,
1,0,S6uoEiXvwIw,Money Heist Theme - Ukulele,,,Money Heist,Cecilia Krull,Cecilia Krull,Hindi,0.0,126.0,Money Heist Theme - Ukulele Playalong | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20200718,ukeguide,0.0,
1,0,DESYTwNzN7A,Most Used Three Finger Chords ~ Begineer Ukulele Package ~,,,(In Hindi),,,Hindi,0.0,196.0,Most used THREE finger chords ~ Begineer Ukulele Package ~ Ukulele Tutorial  (In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201108,heyitzola,0.0,
1,0,f4uCsbGAjik,Most Used Two Finger Chords ~,,,Ukulele Package ~,(In Hindi),,Hindi,0.0,168.0,Most used TWO finger chords ~ Beginner Ukulele Package ~ Ukulele Tutorial  (In hindi),UC8LY9RfQk75FaLSqV2b8aKg,20201105,heyitzola,0.0,
1,0,MOssnpiTlOE,O Susanna,,,1Min Ukulele Lesson,,,Hindi,0.0,60.0,O Susanna | 1min Ukulele Lesson For Beginners,UCXNmFZc8m5w0tQbpMs6rGyA,20210108,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,OtLtBjw3HlE,Ode To Joy,,,1Min Ukulele Lesson,,,Hindi,0.0,61.0,Ode To Joy | 1min Ukulele Lesson For Beginners,UCXNmFZc8m5w0tQbpMs6rGyA,20210107,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,WkfvJIipSMo,One Call Away - Ukulele Cover,,,With Chords,,,Hindi,0.0,111.0,One Call Away - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200929,One String by Priyanka Ravindran,0.0,
1,0,S_144TrbxFs,Open Chords Practise,,,,,,Hindi,0.0,120.0,Open Chords Practise | Easy Ukulele Tutorial | BollyUke,UCXNmFZc8m5w0tQbpMs6rGyA,20200703,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,vBPWjZwJ7mI,Perfect,,,Ed Sheeran) - Ukulele Cover (With Chords,,,Hindi,0.0,110.0,Perfect (Ed Sheeran) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200814,One String by Priyanka Ravindran,0.0,
1,0,NgqpfxLX4T8,Perfect  -,,,Ed Sheeran,Ukeguide,,Hindi,0.0,425.0,Perfect (Ed Sheeran) - Easy Ukulele Lesson | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20180412,ukeguide,0.0,
1,0,8Vy6Are6vj8,Photograph,,,Ed Sheeran) - Ukulele Cover (With Chords,,,Hindi,0.0,178.0,Photograph (Ed Sheeran) - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200827,One String by Priyanka Ravindran,0.0,
1,0,pBvKNftU838,Play 3 Ritviz Songs On Ukulele - Hindi,,,Ukeguide,,,Hindi,0.0,482.0,Play 3 Ritviz Songs on Ukulele - Hindi Ukulele Tutorial | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20200326,ukeguide,0.0,
1,0,FXmECykiVpM,Reading,,,1Min Ukulele Lesson,,,Hindi,0.0,60.0,Reading TABs | 1min Ukulele Lesson For Beginners,UCXNmFZc8m5w0tQbpMs6rGyA,20210102,BollyUke - Bollywood Ukulele Tutorials,0.0,
1,0,zuVTKc-aA28,Sad Song,,,We The Kings) - Ukelele Cover (With Chords,,,Hindi,0.0,136.0,Sad Song (We The Kings) - Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200723,One String by Priyanka Ravindran,0.0,
1,0,UVER7aBxwZs,Say You Won'T Let Go-Ukelele Cover,,,With Chords,,,Hindi,0.0,159.0,Say You Won't Let Go-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200516,One String by Priyanka Ravindran,0.0,
1,0,4Bv_-qgHAYA,Shallow & Uyiril Thodum Mash-Up,,,Ukelele Cover With Chords,,,Hindi,0.0,83.0,Shallow & Uyiril Thodum Mash-up (Ukelele Cover with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200713,One String by Priyanka Ravindran,0.0,
1,0,Wxg7gKYAH-w,Shallow - Ukulele Cover,,,With Chords,,,Hindi,0.0,102.0,Shallow - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201124,One String by Priyanka Ravindran,0.0,
1,0,IsRbprV5Sug,Shayad-,,,,,,Hindi,0.0,347.0,Shayad-Ukulele Tutorial,UC8JGJmLrRlz5Kf9GguiCq6g,20210111,One String by Priyanka Ravindran,0.0,
1,0,R34gy3qhoig,She Will Be Loved,,,Songs About Jane,Maroon 5,,Hindi,0.0,230.0,SHE WILL BE LOVED | Maroon 5 | Easy Ukulele Tutorial,UChYG9VnF6VjXy4IJMwyt9hA,20180326,Avni Kulshreshtha,0.0,
1,0,OoHGcCnoS-8,Slide Hammer Pull Off,,,Lesson 4,Baritone Ukulele,,Hindi,0.0,536.0,SLIDE HAMMER PULL OFF | LESSON 4 | BARITONE UKULELE,UCpxZQKj_Gwldx5vOYnRHIIw,20210122,Ukulele Adda,1.0,
1,0,J1BQPp7IRV4,Somebody That I Used To Know - Ukulele Cover,,,With Chords,,,Hindi,0.0,148.0,Somebody that I used to know - Ukulele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20201126,One String by Priyanka Ravindran,0.0,
